[2023-03-17:21:15:05] | INFO | Snowflake Connector for Python Version: 2.7.11, Python Version: 3.10.5, Platform: Windows-10-10.0.19045-SP0
[2023-03-20:17:50:18] | INFO | query: [ROLLBACK]
[2023-03-20:17:50:18] | INFO | query execution done
[2023-03-20:17:50:18] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-20:17:50:18] | INFO | query execution done
[2023-03-20:17:50:18] | INFO | query: [ROLLBACK]
[2023-03-20:17:50:18] | INFO | query execution done
[2023-03-20:17:50:18] | INFO | query: [ROLLBACK]
[2023-03-20:17:50:18] | INFO | query execution done
[2023-03-20:17:50:58] | INFO | query: [ROLLBACK]
[2023-03-20:17:50:58] | INFO | query execution done
[2023-03-20:17:50:58] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct a"."STYLE_ID as NY_Styl...]
[2023-03-20:17:50:58] | INFO | query execution done
[2023-03-20:17:50:58] | INFO | query: [ROLLBACK]
[2023-03-20:17:50:59] | INFO | query execution done
[2023-03-20:17:50:59] | INFO | query: [ROLLBACK]
[2023-03-20:17:50:59] | INFO | query execution done
[2023-03-20:17:50:59] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-20:17:51:00] | INFO | query execution done
[2023-03-20:17:51:00] | INFO | query: [ROLLBACK]
[2023-03-20:17:51:00] | INFO | query execution done
[2023-03-20:17:51:00] | INFO | query: [ROLLBACK]
[2023-03-20:17:51:00] | INFO | query execution done
[2023-03-20:17:51:50] | INFO | query: [ROLLBACK]
[2023-03-20:17:51:50] | INFO | query execution done
[2023-03-20:17:51:50] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct a"."STYLE_ID as NY_Styl...]
[2023-03-20:17:51:50] | INFO | query execution done
[2023-03-20:17:51:50] | INFO | query: [ROLLBACK]
[2023-03-20:17:51:50] | INFO | query execution done
[2023-03-20:17:51:50] | INFO | query: [ROLLBACK]
[2023-03-20:17:51:50] | INFO | query execution done
[2023-03-20:17:51:50] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-20:17:51:52] | INFO | query execution done
[2023-03-20:17:51:53] | INFO | query: [ROLLBACK]
[2023-03-20:17:51:53] | INFO | query execution done
[2023-03-20:17:53:12] | INFO | query: [ROLLBACK]
[2023-03-20:17:53:12] | INFO | query execution done
[2023-03-20:17:53:12] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct a"."STYLE_ID as NY_Styl...]
[2023-03-20:17:53:12] | INFO | query execution done
[2023-03-20:17:53:12] | INFO | query: [ROLLBACK]
[2023-03-20:17:53:12] | INFO | query execution done
[2023-03-20:17:53:12] | INFO | query: [ROLLBACK]
[2023-03-20:17:53:12] | INFO | query execution done
[2023-03-20:17:53:12] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-20:17:53:12] | INFO | query execution done
[2023-03-20:17:53:12] | INFO | query: [ROLLBACK]
[2023-03-20:17:53:12] | INFO | query execution done
[2023-03-20:17:53:12] | INFO | query: [ROLLBACK]
[2023-03-20:17:53:13] | INFO | query execution done
[2023-03-20:17:54:34] | INFO | query: [ROLLBACK]
[2023-03-20:17:54:34] | INFO | query execution done
[2023-03-20:17:54:34] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct a"."STYLE_ID as NY_Styl...]
[2023-03-20:17:54:35] | INFO | query execution done
[2023-03-20:17:54:35] | INFO | query: [ROLLBACK]
[2023-03-20:17:54:35] | INFO | query execution done
[2023-03-20:17:54:35] | INFO | query: [ROLLBACK]
[2023-03-20:17:54:35] | INFO | query execution done
[2023-03-20:17:54:35] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-20:17:54:35] | INFO | query execution done
[2023-03-20:17:54:37] | INFO | query: [ROLLBACK]
[2023-03-20:17:54:37] | INFO | query execution done
[2023-03-20:17:56:18] | INFO | query: [ROLLBACK]
[2023-03-20:17:56:18] | INFO | query execution done
[2023-03-20:17:56:18] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select concat(SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-20:17:56:18] | INFO | query execution done
[2023-03-20:17:56:18] | INFO | query: [ROLLBACK]
[2023-03-20:17:56:18] | INFO | query execution done
[2023-03-20:17:56:18] | INFO | query: [ROLLBACK]
[2023-03-20:17:56:18] | INFO | query execution done
[2023-03-20:17:56:18] | INFO | query: [select concat(SUBSTR(ACCOUNTING_QUARTER_ID, 1, 4),'-Q',SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-20:17:56:19] | INFO | query execution done
[2023-03-20:17:56:19] | INFO | query: [ROLLBACK]
[2023-03-20:17:56:19] | INFO | query execution done
[2023-03-20:19:03:52] | INFO | query: [ROLLBACK]
[2023-03-20:19:03:53] | INFO | query execution done
[2023-03-20:19:03:53] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select * from ksfpa".ddrpf.dept_core_tr...]
[2023-03-20:19:03:53] | INFO | query execution done
[2023-03-20:19:03:53] | INFO | query: [ROLLBACK]
[2023-03-20:19:03:53] | INFO | query execution done
[2023-03-20:19:03:53] | INFO | query: [ROLLBACK]
[2023-03-20:19:03:53] | INFO | query execution done
[2023-03-20:19:03:53] | INFO | query: [select * from ksfpa.ddrpf.dept_core_trend]
[2023-03-20:19:03:53] | INFO | query execution done
[2023-03-20:19:03:53] | INFO | query: [ROLLBACK]
[2023-03-20:19:03:53] | INFO | query execution done
[2023-03-20:23:27:10] | INFO | Snowflake Connector for Python Version: 2.7.11, Python Version: 3.10.5, Platform: Windows-10-10.0.19045-SP0
[2023-03-20:23:27:10] | INFO | This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2023-03-20:23:27:10] | INFO | Setting use_openssl_only mode to False
[2023-03-20:23:27:11] | INFO | query: [select current_database(), current_schema();]
[2023-03-20:23:27:11] | INFO | query execution done
[2023-03-20:23:27:11] | INFO | query: [ROLLBACK]
[2023-03-20:23:27:11] | INFO | query execution done
[2023-03-20:23:27:11] | INFO | query: [ROLLBACK]
[2023-03-20:23:27:11] | INFO | query execution done
[2023-03-20:23:27:11] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ " select distinct concat('F',substr(ACCO...]
[2023-03-20:23:27:11] | INFO | query execution done
[2023-03-20:23:27:11] | INFO | query: [ROLLBACK]
[2023-03-20:23:27:11] | INFO | query execution done
[2023-03-20:23:27:11] | INFO | query: [ROLLBACK]
[2023-03-20:23:27:11] | INFO | query execution done
[2023-03-20:23:27:11] | INFO | query: [select distinct concat('F',substr(ACCOUNTING_YEAR_ID,3,2),'P',to_number(substr(A...]
[2023-03-20:23:27:12] | INFO | query execution done
[2023-03-20:23:27:13] | INFO | query: [ROLLBACK]
[2023-03-20:23:27:13] | INFO | query execution done
[2023-03-20:23:27:50] | INFO | query: [ROLLBACK]
[2023-03-20:23:27:50] | INFO | query execution done
[2023-03-20:23:27:50] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct a"."STYLE_ID as NY_Styl...]
[2023-03-20:23:27:50] | INFO | query execution done
[2023-03-20:23:27:50] | INFO | query: [ROLLBACK]
[2023-03-20:23:27:50] | INFO | query execution done
[2023-03-20:23:27:50] | INFO | query: [ROLLBACK]
[2023-03-20:23:27:50] | INFO | query execution done
[2023-03-20:23:27:50] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-20:23:27:52] | INFO | query execution done
[2023-03-20:23:27:54] | INFO | query: [ROLLBACK]
[2023-03-20:23:27:54] | INFO | query execution done
[2023-03-20:23:28:29] | INFO | query: [ROLLBACK]
[2023-03-20:23:28:29] | INFO | query execution done
[2023-03-20:23:28:29] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select concat(SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-20:23:28:29] | INFO | query execution done
[2023-03-20:23:28:29] | INFO | query: [ROLLBACK]
[2023-03-20:23:28:29] | INFO | query execution done
[2023-03-20:23:28:29] | INFO | query: [ROLLBACK]
[2023-03-20:23:28:29] | INFO | query execution done
[2023-03-20:23:28:29] | INFO | query: [select concat(SUBSTR(ACCOUNTING_QUARTER_ID, 1, 4),'-Q',SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-20:23:28:30] | INFO | query execution done
[2023-03-20:23:28:30] | INFO | query: [ROLLBACK]
[2023-03-20:23:28:30] | INFO | query execution done
[2023-03-20:23:28:46] | INFO | query: [ROLLBACK]
[2023-03-20:23:28:46] | INFO | query execution done
[2023-03-20:23:28:46] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select * from ksfpa".ddrpf.dept_core_tr...]
[2023-03-20:23:28:46] | INFO | query execution done
[2023-03-20:23:28:46] | INFO | query: [ROLLBACK]
[2023-03-20:23:28:46] | INFO | query execution done
[2023-03-20:23:28:46] | INFO | query: [ROLLBACK]
[2023-03-20:23:28:46] | INFO | query execution done
[2023-03-20:23:28:46] | INFO | query: [select * from ksfpa.ddrpf.dept_core_trend]
[2023-03-20:23:28:47] | INFO | query execution done
[2023-03-20:23:28:47] | INFO | query: [ROLLBACK]
[2023-03-20:23:28:47] | INFO | query execution done
[2023-03-21:00:11:00] | INFO | query: [ROLLBACK]
[2023-03-21:00:11:01] | INFO | query execution done
[2023-03-21:00:11:01] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct a"."STYLE_ID as NY_Styl...]
[2023-03-21:00:11:01] | INFO | query execution done
[2023-03-21:00:11:01] | INFO | query: [ROLLBACK]
[2023-03-21:00:11:01] | INFO | query execution done
[2023-03-21:00:11:01] | INFO | query: [ROLLBACK]
[2023-03-21:00:11:01] | INFO | query execution done
[2023-03-21:00:11:01] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-21:00:11:03] | INFO | query execution done
[2023-03-21:00:11:05] | INFO | query: [ROLLBACK]
[2023-03-21:00:11:05] | INFO | query execution done
[2023-03-21:00:11:05] | INFO | query: [ROLLBACK]
[2023-03-21:00:11:05] | INFO | query execution done
[2023-03-21:00:11:05] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select concat(SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-21:00:11:05] | INFO | query execution done
[2023-03-21:00:11:05] | INFO | query: [ROLLBACK]
